name,identity,stunum,email,tel,major,institute
学生0283,200000000000000283,220283,220283@xxx.xxx.xx,20000000283,日语,外国语言文学学院
学生0284,200000000000000284,220284,220284@xxx.xxx.xx,20000000284,日语,外国语言文学学院
学生0285,200000000000000285,220285,220285@xxx.xxx.xx,20000000285,日语,外国语言文学学院
学生0286,200000000000000286,220286,220286@xxx.xxx.xx,20000000286,日语,外国语言文学学院
学生0287,200000000000000287,220287,220287@xxx.xxx.xx,20000000287,日语,外国语言文学学院
学生0288,200000000000000288,220288,220288@xxx.xxx.xx,20000000288,日语,外国语言文学学院
学生0289,200000000000000289,220289,220289@xxx.xxx.xx,20000000289,日语,外国语言文学学院
学生0290,200000000000000290,220290,220290@xxx.xxx.xx,20000000290,日语,外国语言文学学院
学生0291,200000000000000291,220291,220291@xxx.xxx.xx,20000000291,日语,外国语言文学学院
学生0292,200000000000000292,220292,220292@xxx.xxx.xx,20000000292,日语,外国语言文学学院
学生0293,200000000000000293,220293,220293@xxx.xxx.xx,20000000293,日语,外国语言文学学院
学生0294,200000000000000294,220294,220294@xxx.xxx.xx,20000000294,日语,外国语言文学学院
学生0295,200000000000000295,220295,220295@xxx.xxx.xx,20000000295,日语,外国语言文学学院
学生0296,200000000000000296,220296,220296@xxx.xxx.xx,20000000296,日语,外国语言文学学院
学生0297,200000000000000297,220297,220297@xxx.xxx.xx,20000000297,日语,外国语言文学学院
学生0298,200000000000000298,220298,220298@xxx.xxx.xx,20000000298,日语,外国语言文学学院
学生0299,200000000000000299,220299,220299@xxx.xxx.xx,20000000299,日语,外国语言文学学院
学生0300,200000000000000300,220300,220300@xxx.xxx.xx,20000000300,日语,外国语言文学学院
学生0301,200000000000000301,220301,220301@xxx.xxx.xx,20000000301,翻译,外国语言文学学院
学生0302,200000000000000302,220302,220302@xxx.xxx.xx,20000000302,翻译,外国语言文学学院
学生0303,200000000000000303,220303,220303@xxx.xxx.xx,20000000303,翻译,外国语言文学学院
学生0304,200000000000000304,220304,220304@xxx.xxx.xx,20000000304,翻译,外国语言文学学院
学生0305,200000000000000305,220305,220305@xxx.xxx.xx,20000000305,翻译,外国语言文学学院
学生0306,200000000000000306,220306,220306@xxx.xxx.xx,20000000306,翻译,外国语言文学学院
学生0307,200000000000000307,220307,220307@xxx.xxx.xx,20000000307,翻译,外国语言文学学院
学生0308,200000000000000308,220308,220308@xxx.xxx.xx,20000000308,翻译,外国语言文学学院
学生0309,200000000000000309,220309,220309@xxx.xxx.xx,20000000309,翻译,外国语言文学学院
学生0310,200000000000000310,220310,220310@xxx.xxx.xx,20000000310,翻译,外国语言文学学院
学生0311,200000000000000311,220311,220311@xxx.xxx.xx,20000000311,翻译,外国语言文学学院
学生0312,200000000000000312,220312,220312@xxx.xxx.xx,20000000312,翻译,外国语言文学学院
学生0313,200000000000000313,220313,220313@xxx.xxx.xx,20000000313,翻译,外国语言文学学院
学生0314,200000000000000314,220314,220314@xxx.xxx.xx,20000000314,翻译,外国语言文学学院
学生0315,200000000000000315,220315,220315@xxx.xxx.xx,20000000315,翻译,外国语言文学学院
学生0316,200000000000000316,220316,220316@xxx.xxx.xx,20000000316,翻译,外国语言文学学院
学生0317,200000000000000317,220317,220317@xxx.xxx.xx,20000000317,翻译,外国语言文学学院
学生0318,200000000000000318,220318,220318@xxx.xxx.xx,20000000318,翻译,外国语言文学学院
学生0319,200000000000000319,220319,220319@xxx.xxx.xx,20000000319,翻译,外国语言文学学院
学生0320,200000000000000320,220320,220320@xxx.xxx.xx,20000000320,翻译,外国语言文学学院
学生0321,200000000000000321,220321,220321@xxx.xxx.xx,20000000321,翻译,外国语言文学学院
学生0322,200000000000000322,220322,220322@xxx.xxx.xx,20000000322,翻译,外国语言文学学院
学生0323,200000000000000323,220323,220323@xxx.xxx.xx,20000000323,翻译,外国语言文学学院
学生0324,200000000000000324,220324,220324@xxx.xxx.xx,20000000324,翻译,外国语言文学学院
学生0325,200000000000000325,220325,220325@xxx.xxx.xx,20000000325,翻译,外国语言文学学院
学生0326,200000000000000326,220326,220326@xxx.xxx.xx,20000000326,朝鲜语,外国语言文学学院
学生0327,200000000000000327,220327,220327@xxx.xxx.xx,20000000327,朝鲜语,外国语言文学学院
学生0328,200000000000000328,220328,220328@xxx.xxx.xx,20000000328,朝鲜语,外国语言文学学院
学生0329,200000000000000329,220329,220329@xxx.xxx.xx,20000000329,朝鲜语,外国语言文学学院
学生0330,200000000000000330,220330,220330@xxx.xxx.xx,20000000330,朝鲜语,外国语言文学学院
学生0331,200000000000000331,220331,220331@xxx.xxx.xx,20000000331,朝鲜语,外国语言文学学院
学生0332,200000000000000332,220332,220332@xxx.xxx.xx,20000000332,朝鲜语,外国语言文学学院
学生0333,200000000000000333,220333,220333@xxx.xxx.xx,20000000333,朝鲜语,外国语言文学学院
学生0334,200000000000000334,220334,220334@xxx.xxx.xx,20000000334,朝鲜语,外国语言文学学院
学生0335,200000000000000335,220335,220335@xxx.xxx.xx,20000000335,朝鲜语,外国语言文学学院
学生0336,200000000000000336,220336,220336@xxx.xxx.xx,20000000336,朝鲜语,外国语言文学学院
学生0337,200000000000000337,220337,220337@xxx.xxx.xx,20000000337,朝鲜语,外国语言文学学院
学生0338,200000000000000338,220338,220338@xxx.xxx.xx,20000000338,朝鲜语,外国语言文学学院
学生0339,200000000000000339,220339,220339@xxx.xxx.xx,20000000339,朝鲜语,外国语言文学学院
学生0340,200000000000000340,220340,220340@xxx.xxx.xx,20000000340,朝鲜语,外国语言文学学院
学生0341,200000000000000341,220341,220341@xxx.xxx.xx,20000000341,朝鲜语,外国语言文学学院
学生0342,200000000000000342,220342,220342@xxx.xxx.xx,20000000342,朝鲜语,外国语言文学学院
学生0343,200000000000000343,220343,220343@xxx.xxx.xx,20000000343,朝鲜语,外国语言文学学院
学生0344,200000000000000344,220344,220344@xxx.xxx.xx,20000000344,朝鲜语,外国语言文学学院
学生0345,200000000000000345,220345,220345@xxx.xxx.xx,20000000345,朝鲜语,外国语言文学学院
学生0346,200000000000000346,220346,220346@xxx.xxx.xx,20000000346,朝鲜语,外国语言文学学院
学生0347,200000000000000347,220347,220347@xxx.xxx.xx,20000000347,朝鲜语,外国语言文学学院
学生0348,200000000000000348,220348,220348@xxx.xxx.xx,20000000348,朝鲜语,外国语言文学学院
学生0349,200000000000000349,220349,220349@xxx.xxx.xx,20000000349,朝鲜语,外国语言文学学院
学生0350,200000000000000350,220350,220350@xxx.xxx.xx,20000000350,朝鲜语,外国语言文学学院
学生0351,200000000000000351,220351,220351@xxx.xxx.xx,20000000351,西班牙语,外国语言文学学院
学生0352,200000000000000352,220352,220352@xxx.xxx.xx,20000000352,西班牙语,外国语言文学学院
学生0353,200000000000000353,220353,220353@xxx.xxx.xx,20000000353,西班牙语,外国语言文学学院
学生0354,200000000000000354,220354,220354@xxx.xxx.xx,20000000354,西班牙语,外国语言文学学院
学生0355,200000000000000355,220355,220355@xxx.xxx.xx,20000000355,西班牙语,外国语言文学学院
学生0356,200000000000000356,220356,220356@xxx.xxx.xx,20000000356,西班牙语,外国语言文学学院
学生0357,200000000000000357,220357,220357@xxx.xxx.xx,20000000357,西班牙语,外国语言文学学院
学生0358,200000000000000358,220358,220358@xxx.xxx.xx,20000000358,西班牙语,外国语言文学学院
学生0359,200000000000000359,220359,220359@xxx.xxx.xx,20000000359,西班牙语,外国语言文学学院
学生0360,200000000000000360,220360,220360@xxx.xxx.xx,20000000360,西班牙语,外国语言文学学院
学生0361,200000000000000361,220361,220361@xxx.xxx.xx,20000000361,西班牙语,外国语言文学学院
学生0362,200000000000000362,220362,220362@xxx.xxx.xx,20000000362,西班牙语,外国语言文学学院
学生0363,200000000000000363,220363,220363@xxx.xxx.xx,20000000363,西班牙语,外国语言文学学院
学生0364,200000000000000364,220364,220364@xxx.xxx.xx,20000000364,西班牙语,外国语言文学学院
学生0365,200000000000000365,220365,220365@xxx.xxx.xx,20000000365,西班牙语,外国语言文学学院
学生0366,200000000000000366,220366,220366@xxx.xxx.xx,20000000366,西班牙语,外国语言文学学院
学生0367,200000000000000367,220367,220367@xxx.xxx.xx,20000000367,西班牙语,外国语言文学学院
学生0368,200000000000000368,220368,220368@xxx.xxx.xx,20000000368,西班牙语,外国语言文学学院
学生0369,200000000000000369,220369,220369@xxx.xxx.xx,20000000369,西班牙语,外国语言文学学院
学生0370,200000000000000370,220370,220370@xxx.xxx.xx,20000000370,西班牙语,外国语言文学学院
学生0371,200000000000000371,220371,220371@xxx.xxx.xx,20000000371,西班牙语,外国语言文学学院
学生0372,200000000000000372,220372,220372@xxx.xxx.xx,20000000372,西班牙语,外国语言文学学院
学生0373,200000000000000373,220373,220373@xxx.xxx.xx,20000000373,西班牙语,外国语言文学学院
学生0374,200000000000000374,220374,220374@xxx.xxx.xx,20000000374,西班牙语,外国语言文学学院
学生0375,200000000000000375,220375,220375@xxx.xxx.xx,20000000375,西班牙语,外国语言文学学院
学生0376,200000000000000376,220376,220376@xxx.xxx.xx,20000000376,新闻学,新闻学院
学生0377,200000000000000377,220377,220377@xxx.xxx.xx,20000000377,新闻学,新闻学院
学生0378,200000000000000378,220378,220378@xxx.xxx.xx,20000000378,新闻学,新闻学院
学生0379,200000000000000379,220379,220379@xxx.xxx.xx,20000000379,新闻学,新闻学院
学生0380,200000000000000380,220380,220380@xxx.xxx.xx,20000000380,新闻学,新闻学院
学生0381,200000000000000381,220381,220381@xxx.xxx.xx,20000000381,新闻学,新闻学院
学生0382,200000000000000382,220382,220382@xxx.xxx.xx,20000000382,新闻学,新闻学院
学生0383,200000000000000383,220383,220383@xxx.xxx.xx,20000000383,新闻学,新闻学院
学生0384,200000000000000384,220384,220384@xxx.xxx.xx,20000000384,新闻学,新闻学院
学生0385,200000000000000385,220385,220385@xxx.xxx.xx,20000000385,新闻学,新闻学院
学生0386,200000000000000386,220386,220386@xxx.xxx.xx,20000000386,新闻学,新闻学院
学生0387,200000000000000387,220387,220387@xxx.xxx.xx,20000000387,新闻学,新闻学院
学生0388,200000000000000388,220388,220388@xxx.xxx.xx,20000000388,新闻学,新闻学院
学生0389,200000000000000389,220389,220389@xxx.xxx.xx,20000000389,新闻学,新闻学院
学生0390,200000000000000390,220390,220390@xxx.xxx.xx,20000000390,新闻学,新闻学院
学生0391,200000000000000391,220391,220391@xxx.xxx.xx,20000000391,新闻学,新闻学院
学生0392,200000000000000392,220392,220392@xxx.xxx.xx,20000000392,新闻学,新闻学院
学生0393,200000000000000393,220393,220393@xxx.xxx.xx,20000000393,新闻学,新闻学院
学生0394,200000000000000394,220394,220394@xxx.xxx.xx,20000000394,新闻学,新闻学院
学生0395,200000000000000395,220395,220395@xxx.xxx.xx,20000000395,新闻学,新闻学院
学生0396,200000000000000396,220396,220396@xxx.xxx.xx,20000000396,新闻学,新闻学院
学生0397,200000000000000397,220397,220397@xxx.xxx.xx,20000000397,新闻学,新闻学院
学生0398,200000000000000398,220398,220398@xxx.xxx.xx,20000000398,新闻学,新闻学院
学生0399,200000000000000399,220399,220399@xxx.xxx.xx,20000000399,新闻学,新闻学院
学生0400,200000000000000400,220400,220400@xxx.xxx.xx,20000000400,新闻学,新闻学院
学生0401,200000000000000401,220401,220401@xxx.xxx.xx,20000000401,广播电视学,新闻学院
学生0402,200000000000000402,220402,220402@xxx.xxx.xx,20000000402,广播电视学,新闻学院
学生0403,200000000000000403,220403,220403@xxx.xxx.xx,20000000403,广播电视学,新闻学院
学生0404,200000000000000404,220404,220404@xxx.xxx.xx,20000000404,广播电视学,新闻学院
学生0405,200000000000000405,220405,220405@xxx.xxx.xx,20000000405,广播电视学,新闻学院
学生0406,200000000000000406,220406,220406@xxx.xxx.xx,20000000406,广播电视学,新闻学院
学生0407,200000000000000407,220407,220407@xxx.xxx.xx,20000000407,广播电视学,新闻学院
学生0408,200000000000000408,220408,220408@xxx.xxx.xx,20000000408,广播电视学,新闻学院
学生0409,200000000000000409,220409,220409@xxx.xxx.xx,20000000409,广播电视学,新闻学院
学生0410,200000000000000410,220410,220410@xxx.xxx.xx,20000000410,广播电视学,新闻学院
学生0411,200000000000000411,220411,220411@xxx.xxx.xx,20000000411,广播电视学,新闻学院
学生0412,200000000000000412,220412,220412@xxx.xxx.xx,20000000412,广播电视学,新闻学院
学生0413,200000000000000413,220413,220413@xxx.xxx.xx,20000000413,广播电视学,新闻学院
学生0414,200000000000000414,220414,220414@xxx.xxx.xx,20000000414,广播电视学,新闻学院
学生0415,200000000000000415,220415,220415@xxx.xxx.xx,20000000415,广播电视学,新闻学院
学生0416,200000000000000416,220416,220416@xxx.xxx.xx,20000000416,广播电视学,新闻学院
学生0417,200000000000000417,220417,220417@xxx.xxx.xx,20000000417,广播电视学,新闻学院
学生0418,200000000000000418,220418,220418@xxx.xxx.xx,20000000418,广播电视学,新闻学院
学生0419,200000000000000419,220419,220419@xxx.xxx.xx,20000000419,广播电视学,新闻学院
学生0420,200000000000000420,220420,220420@xxx.xxx.xx,20000000420,广播电视学,新闻学院
学生0421,200000000000000421,220421,220421@xxx.xxx.xx,20000000421,广播电视学,新闻学院
学生0422,200000000000000422,220422,220422@xxx.xxx.xx,20000000422,广播电视学,新闻学院
学生0423,200000000000000423,220423,220423@xxx.xxx.xx,20000000423,广播电视学,新闻学院
学生0424,200000000000000424,220424,220424@xxx.xxx.xx,20000000424,广播电视学,新闻学院
学生0425,200000000000000425,220425,220425@xxx.xxx.xx,20000000425,广播电视学,新闻学院
学生0426,200000000000000426,220426,220426@xxx.xxx.xx,20000000426,广告学,新闻学院
学生0427,200000000000000427,220427,220427@xxx.xxx.xx,20000000427,广告学,新闻学院
学生0428,200000000000000428,220428,220428@xxx.xxx.xx,20000000428,广告学,新闻学院
学生0429,200000000000000429,220429,220429@xxx.xxx.xx,20000000429,广告学,新闻学院
学生0430,200000000000000430,220430,220430@xxx.xxx.xx,20000000430,广告学,新闻学院
学生0431,200000000000000431,220431,220431@xxx.xxx.xx,20000000431,广告学,新闻学院
学生0432,200000000000000432,220432,220432@xxx.xxx.xx,20000000432,广告学,新闻学院
学生0433,200000000000000433,220433,220433@xxx.xxx.xx,20000000433,广告学,新闻学院
学生0434,200000000000000434,220434,220434@xxx.xxx.xx,20000000434,广告学,新闻学院
学生0435,200000000000000435,220435,220435@xxx.xxx.xx,20000000435,广告学,新闻学院
学生0436,200000000000000436,220436,220436@xxx.xxx.xx,20000000436,广告学,新闻学院
学生0437,200000000000000437,220437,220437@xxx.xxx.xx,20000000437,广告学,新闻学院
学生0438,200000000000000438,220438,220438@xxx.xxx.xx,20000000438,广告学,新闻学院
学生0439,200000000000000439,220439,220439@xxx.xxx.xx,20000000439,广告学,新闻学院
学生0440,200000000000000440,220440,220440@xxx.xxx.xx,20000000440,广告学,新闻学院
学生0441,200000000000000441,220441,220441@xxx.xxx.xx,20000000441,广告学,新闻学院
学生0442,200000000000000442,220442,220442@xxx.xxx.xx,20000000442,广告学,新闻学院
学生0443,200000000000000443,220443,220443@xxx.xxx.xx,20000000443,广告学,新闻学院
学生0444,200000000000000444,220444,220444@xxx.xxx.xx,20000000444,广告学,新闻学院
学生0445,200000000000000445,220445,220445@xxx.xxx.xx,20000000445,广告学,新闻学院
学生0446,200000000000000446,220446,220446@xxx.xxx.xx,20000000446,广告学,新闻学院
学生0447,200000000000000447,220447,220447@xxx.xxx.xx,20000000447,广告学,新闻学院
学生0448,200000000000000448,220448,220448@xxx.xxx.xx,20000000448,广告学,新闻学院
学生0449,200000000000000449,220449,220449@xxx.xxx.xx,20000000449,广告学,新闻学院
学生0450,200000000000000450,220450,220450@xxx.xxx.xx,20000000450,广告学,新闻学院
学生0451,200000000000000451,220451,220451@xxx.xxx.xx,20000000451,传播学,新闻学院
学生0452,200000000000000452,220452,220452@xxx.xxx.xx,20000000452,传播学,新闻学院
学生0453,200000000000000453,220453,220453@xxx.xxx.xx,20000000453,传播学,新闻学院
学生0454,200000000000000454,220454,220454@xxx.xxx.xx,20000000454,传播学,新闻学院
学生0455,200000000000000455,220455,220455@xxx.xxx.xx,20000000455,传播学,新闻学院
学生0456,200000000000000456,220456,220456@xxx.xxx.xx,20000000456,传播学,新闻学院
学生0457,200000000000000457,220457,220457@xxx.xxx.xx,20000000457,传播学,新闻学院
学生0458,200000000000000458,220458,220458@xxx.xxx.xx,20000000458,传播学,新闻学院
学生0459,200000000000000459,220459,220459@xxx.xxx.xx,20000000459,传播学,新闻学院
学生0460,200000000000000460,220460,220460@xxx.xxx.xx,20000000460,传播学,新闻学院
学生0461,200000000000000461,220461,220461@xxx.xxx.xx,20000000461,传播学,新闻学院
学生0462,200000000000000462,220462,220462@xxx.xxx.xx,20000000462,传播学,新闻学院
学生0463,200000000000000463,220463,220463@xxx.xxx.xx,20000000463,传播学,新闻学院
学生0464,200000000000000464,220464,220464@xxx.xxx.xx,20000000464,传播学,新闻学院
学生0465,200000000000000465,220465,220465@xxx.xxx.xx,20000000465,传播学,新闻学院
学生0466,200000000000000466,220466,220466@xxx.xxx.xx,20000000466,传播学,新闻学院
学生0467,200000000000000467,220467,220467@xxx.xxx.xx,20000000467,传播学,新闻学院
学生0468,200000000000000468,220468,220468@xxx.xxx.xx,20000000468,传播学,新闻学院
学生0469,200000000000000469,220469,220469@xxx.xxx.xx,20000000469,传播学,新闻学院
学生0470,200000000000000470,220470,220470@xxx.xxx.xx,20000000470,传播学,新闻学院
学生0471,200000000000000471,220471,220471@xxx.xxx.xx,20000000471,传播学,新闻学院
学生0472,200000000000000472,220472,220472@xxx.xxx.xx,20000000472,传播学,新闻学院
学生0473,200000000000000473,220473,220473@xxx.xxx.xx,20000000473,传播学,新闻学院
学生0474,200000000000000474,220474,220474@xxx.xxx.xx,20000000474,传播学,新闻学院
学生0475,200000000000000475,220475,220475@xxx.xxx.xx,20000000475,传播学,新闻学院
学生0476,200000000000000476,220476,220476@xxx.xxx.xx,20000000476,经济学,经济学院
学生0477,200000000000000477,220477,220477@xxx.xxx.xx,20000000477,经济学,经济学院
学生0478,200000000000000478,220478,220478@xxx.xxx.xx,20000000478,经济学,经济学院
学生0479,200000000000000479,220479,220479@xxx.xxx.xx,20000000479,经济学,经济学院
学生0480,200000000000000480,220480,220480@xxx.xxx.xx,20000000480,经济学,经济学院
学生0481,200000000000000481,220481,220481@xxx.xxx.xx,20000000481,经济学,经济学院
学生0482,200000000000000482,220482,220482@xxx.xxx.xx,20000000482,经济学,经济学院
学生0483,200000000000000483,220483,220483@xxx.xxx.xx,20000000483,经济学,经济学院
学生0484,200000000000000484,220484,220484@xxx.xxx.xx,20000000484,经济学,经济学院
学生0485,200000000000000485,220485,220485@xxx.xxx.xx,20000000485,经济学,经济学院
学生0486,200000000000000486,220486,220486@xxx.xxx.xx,20000000486,经济学,经济学院
学生0487,200000000000000487,220487,220487@xxx.xxx.xx,20000000487,经济学,经济学院
学生0488,200000000000000488,220488,220488@xxx.xxx.xx,20000000488,经济学,经济学院
学生0489,200000000000000489,220489,220489@xxx.xxx.xx,20000000489,经济学,经济学院
学生0490,200000000000000490,220490,220490@xxx.xxx.xx,20000000490,经济学,经济学院
学生0491,200000000000000491,220491,220491@xxx.xxx.xx,20000000491,经济学,经济学院
学生0492,200000000000000492,220492,220492@xxx.xxx.xx,20000000492,经济学,经济学院
学生0493,200000000000000493,220493,220493@xxx.xxx.xx,20000000493,经济学,经济学院
学生0494,200000000000000494,220494,220494@xxx.xxx.xx,20000000494,经济学,经济学院
学生0495,200000000000000495,220495,220495@xxx.xxx.xx,20000000495,经济学,经济学院
学生0496,200000000000000496,220496,220496@xxx.xxx.xx,20000000496,经济学,经济学院
学生0497,200000000000000497,220497,220497@xxx.xxx.xx,20000000497,经济学,经济学院
学生0498,200000000000000498,220498,220498@xxx.xxx.xx,20000000498,经济学,经济学院
学生0499,200000000000000499,220499,220499@xxx.xxx.xx,20000000499,经济学,经济学院
学生0500,200000000000000500,220500,220500@xxx.xxx.xx,20000000500,经济学,经济学院
学生0501,200000000000000501,220501,220501@xxx.xxx.xx,20000000501,国际经济与贸易,经济学院
学生0502,200000000000000502,220502,220502@xxx.xxx.xx,20000000502,国际经济与贸易,经济学院
学生0503,200000000000000503,220503,220503@xxx.xxx.xx,20000000503,国际经济与贸易,经济学院
学生0504,200000000000000504,220504,220504@xxx.xxx.xx,20000000504,国际经济与贸易,经济学院
学生0505,200000000000000505,220505,220505@xxx.xxx.xx,20000000505,国际经济与贸易,经济学院
学生0506,200000000000000506,220506,220506@xxx.xxx.xx,20000000506,国际经济与贸易,经济学院
学生0507,200000000000000507,220507,220507@xxx.xxx.xx,20000000507,国际经济与贸易,经济学院
学生0508,200000000000000508,220508,220508@xxx.xxx.xx,20000000508,国际经济与贸易,经济学院
学生0509,200000000000000509,220509,220509@xxx.xxx.xx,20000000509,国际经济与贸易,经济学院
学生0510,200000000000000510,220510,220510@xxx.xxx.xx,20000000510,国际经济与贸易,经济学院
学生0511,200000000000000511,220511,220511@xxx.xxx.xx,20000000511,国际经济与贸易,经济学院
学生0512,200000000000000512,220512,220512@xxx.xxx.xx,20000000512,国际经济与贸易,经济学院
学生0513,200000000000000513,220513,220513@xxx.xxx.xx,20000000513,国际经济与贸易,经济学院
学生0514,200000000000000514,220514,220514@xxx.xxx.xx,20000000514,国际经济与贸易,经济学院
学生0515,200000000000000515,220515,220515@xxx.xxx.xx,20000000515,国际经济与贸易,经济学院
学生0516,200000000000000516,220516,220516@xxx.xxx.xx,20000000516,国际经济与贸易,经济学院
学生0517,200000000000000517,220517,220517@xxx.xxx.xx,20000000517,国际经济与贸易,经济学院
学生0518,200000000000000518,220518,220518@xxx.xxx.xx,20000000518,国际经济与贸易,经济学院
学生0519,200000000000000519,220519,220519@xxx.xxx.xx,20000000519,国际经济与贸易,经济学院
学生0520,200000000000000520,220520,220520@xxx.xxx.xx,20000000520,国际经济与贸易,经济学院
学生0521,200000000000000521,220521,220521@xxx.xxx.xx,20000000521,国际经济与贸易,经济学院
学生0522,200000000000000522,220522,220522@xxx.xxx.xx,20000000522,国际经济与贸易,经济学院
学生0523,200000000000000523,220523,220523@xxx.xxx.xx,20000000523,国际经济与贸易,经济学院
学生0524,200000000000000524,220524,220524@xxx.xxx.xx,20000000524,国际经济与贸易,经济学院
学生0525,200000000000000525,220525,220525@xxx.xxx.xx,20000000525,国际经济与贸易,经济学院
学生0526,200000000000000526,220526,220526@xxx.xxx.xx,20000000526,数理经济,经济学院
学生0527,200000000000000527,220527,220527@xxx.xxx.xx,20000000527,数理经济,经济学院
学生0528,200000000000000528,220528,220528@xxx.xxx.xx,20000000528,数理经济,经济学院
学生0529,200000000000000529,220529,220529@xxx.xxx.xx,20000000529,数理经济,经济学院
学生0530,200000000000000530,220530,220530@xxx.xxx.xx,20000000530,数理经济,经济学院
学生0531,200000000000000531,220531,220531@xxx.xxx.xx,20000000531,数理经济,经济学院
学生0532,200000000000000532,220532,220532@xxx.xxx.xx,20000000532,数理经济,经济学院
学生0533,200000000000000533,220533,220533@xxx.xxx.xx,20000000533,数理经济,经济学院
学生0534,200000000000000534,220534,220534@xxx.xxx.xx,20000000534,数理经济,经济学院
学生0535,200000000000000535,220535,220535@xxx.xxx.xx,20000000535,数理经济,经济学院
学生0536,200000000000000536,220536,220536@xxx.xxx.xx,20000000536,数理经济,经济学院
学生0537,200000000000000537,220537,220537@xxx.xxx.xx,20000000537,数理经济,经济学院
学生0538,200000000000000538,220538,220538@xxx.xxx.xx,20000000538,数理经济,经济学院
学生0539,200000000000000539,220539,220539@xxx.xxx.xx,20000000539,数理经济,经济学院
学生0540,200000000000000540,220540,220540@xxx.xxx.xx,20000000540,数理经济,经济学院
学生0541,200000000000000541,220541,220541@xxx.xxx.xx,20000000541,数理经济,经济学院
学生0542,200000000000000542,220542,220542@xxx.xxx.xx,20000000542,数理经济,经济学院
学生0543,200000000000000543,220543,220543@xxx.xxx.xx,20000000543,数理经济,经济学院
学生0544,200000000000000544,220544,220544@xxx.xxx.xx,20000000544,数理经济,经济学院
学生0545,200000000000000545,220545,220545@xxx.xxx.xx,20000000545,数理经济,经济学院
学生0546,200000000000000546,220546,220546@xxx.xxx.xx,20000000546,数理经济,经济学院
学生0547,200000000000000547,220547,220547@xxx.xxx.xx,20000000547,数理经济,经济学院
学生0548,200000000000000548,220548,220548@xxx.xxx.xx,20000000548,数理经济,经济学院
学生0549,200000000000000549,220549,220549@xxx.xxx.xx,20000000549,数理经济,经济学院
学生0550,200000000000000550,220550,220550@xxx.xxx.xx,20000000550,数理经济,经济学院
学生0551,200000000000000551,220551,220551@xxx.xxx.xx,20000000551,财政学,经济学院
学生0552,200000000000000552,220552,220552@xxx.xxx.xx,20000000552,财政学,经济学院
学生0553,200000000000000553,220553,220553@xxx.xxx.xx,20000000553,财政学,经济学院
学生0554,200000000000000554,220554,220554@xxx.xxx.xx,20000000554,财政学,经济学院
学生0555,200000000000000555,220555,220555@xxx.xxx.xx,20000000555,财政学,经济学院
学生0556,200000000000000556,220556,220556@xxx.xxx.xx,20000000556,财政学,经济学院
学生0557,200000000000000557,220557,220557@xxx.xxx.xx,20000000557,财政学,经济学院
学生0558,200000000000000558,220558,220558@xxx.xxx.xx,20000000558,财政学,经济学院
学生0559,200000000000000559,220559,220559@xxx.xxx.xx,20000000559,财政学,经济学院
学生0560,200000000000000560,220560,220560@xxx.xxx.xx,20000000560,财政学,经济学院
学生0561,200000000000000561,220561,220561@xxx.xxx.xx,20000000561,财政学,经济学院
学生0562,200000000000000562,220562,220562@xxx.xxx.xx,20000000562,财政学,经济学院
学生0563,200000000000000563,220563,220563@xxx.xxx.xx,20000000563,财政学,经济学院
学生0564,200000000000000564,220564,220564@xxx.xxx.xx,20000000564,财政学,经济学院
学生0565,200000000000000565,220565,220565@xxx.xxx.xx,20000000565,财政学,经济学院
学生0566,200000000000000566,220566,220566@xxx.xxx.xx,20000000566,财政学,经济学院
学生0567,200000000000000567,220567,220567@xxx.xxx.xx,20000000567,财政学,经济学院
学生0568,200000000000000568,220568,220568@xxx.xxx.xx,20000000568,财政学,经济学院
学生0569,200000000000000569,220569,220569@xxx.xxx.xx,20000000569,财政学,经济学院
学生0570,200000000000000570,220570,220570@xxx.xxx.xx,20000000570,财政学,经济学院
学生0571,200000000000000571,220571,220571@xxx.xxx.xx,20000000571,财政学,经济学院
学生0572,200000000000000572,220572,220572@xxx.xxx.xx,20000000572,财政学,经济学院
学生0573,200000000000000573,220573,220573@xxx.xxx.xx,20000000573,财政学,经济学院
学生0574,200000000000000574,220574,220574@xxx.xxx.xx,20000000574,财政学,经济学院
学生0575,200000000000000575,220575,220575@xxx.xxx.xx,20000000575,财政学,经济学院
学生0576,200000000000000576,220576,220576@xxx.xxx.xx,20000000576,金融学,经济学院
学生0577,200000000000000577,220577,220577@xxx.xxx.xx,20000000577,金融学,经济学院
学生0578,200000000000000578,220578,220578@xxx.xxx.xx,20000000578,金融学,经济学院
学生0579,200000000000000579,220579,220579@xxx.xxx.xx,20000000579,金融学,经济学院
学生0580,200000000000000580,220580,220580@xxx.xxx.xx,20000000580,金融学,经济学院
学生0581,200000000000000581,220581,220581@xxx.xxx.xx,20000000581,金融学,经济学院
学生0582,200000000000000582,220582,220582@xxx.xxx.xx,20000000582,金融学,经济学院
学生0583,200000000000000583,220583,220583@xxx.xxx.xx,20000000583,金融学,经济学院
学生0584,200000000000000584,220584,220584@xxx.xxx.xx,20000000584,金融学,经济学院
学生0585,200000000000000585,220585,220585@xxx.xxx.xx,20000000585,金融学,经济学院
学生0586,200000000000000586,220586,220586@xxx.xxx.xx,20000000586,金融学,经济学院
学生0587,200000000000000587,220587,220587@xxx.xxx.xx,20000000587,金融学,经济学院
学生0588,200000000000000588,220588,220588@xxx.xxx.xx,20000000588,金融学,经济学院
